Player,Team,Conference,Date,Position,Height,Weight,Age,Draft_Year,Seasons_in_league,Season,Season_short,Pre_draft_Team,Real_value,Height_CM,Weight_KG,Last_Season
Dirk Nowitzki,Dallas Mavericks,West,14-Jan-07,PF,7'0,245,28,1998,8,2006-2007,2007,DJK Wurzburg (Germany),0.5,213,111,0
Gilbert Arenas,Washington Wizards,East,7-Jan-07,G,6'3,191,25,2001,5,2006-2007,2007,Arizona,0.5,190,86,0
Kevin Garnett,Minnesota Timberwolves,West,7-Jan-07,PF,6'11,240,30,1995,11,2006-2007,2007,Farragut Career Academy (Illinois),0.5,211,108,0
Michael Redd,Milwaukee Bucks,East,31-Dec-06,G,6'6,220,27,2000,6,2006-2007,2007,Ohio State,0.5,198,99,0
Josh Howard,Dallas Mavericks,West,31-Dec-06,GF,6'7,210,26,2003,3,2006-2007,2007,Wake Forest,0.5,201,95,0
Mo Williams,Milwaukee Bucks,East,24-Dec-06,G,6'1,198,24,2003,3,2006-2007,2007,Alabama,0.5,185,89,0
Josh Howard,Dallas Mavericks,West,24-Dec-06,GF,6'7,210,26,2003,3,2006-2007,2007,Wake Forest,0.5,201,95,0
Gilbert Arenas,Washington Wizards,East,17-Dec-06,G,6'3,191,25,2001,5,2006-2007,2007,Arizona,0.5,190,86,0
Carlos Boozer,Utah Jazz,West,17-Dec-06,PF,6'9,266,25,2002,4,2006-2007,2007,Duke,0.5,206,120,0
Gilbert Arenas,Washington Wizards,East,10-Dec-06,G,6'3,191,25,2001,5,2006-2007,2007,Arizona,0.5,190,86,0
Steve Nash,Phoenix Suns,West,10-Dec-06,G,6'3,178,33,1996,10,2006-2007,2007,Santa Clara,0.5,190,80,0
Michael Redd,Milwaukee Bucks,East,3-Dec-06,G,6'6,220,27,2000,6,2006-2007,2007,Ohio State,0.5,198,99,0
Carmelo Anthony,Denver Nuggets,West,3-Dec-06,F,6'8,240,22,2003,3,2006-2007,2007,Syracuse,0.5,203,108,0
Dwight Howard,Orlando Magic,East,26-Nov-06,C,6'11,265,21,2004,2,2006-2007,2007,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Carmelo Anthony,Denver Nuggets,West,26-Nov-06,F,6'8,240,22,2003,3,2006-2007,2007,Syracuse,0.5,203,108,0
LeBron James,Cleveland Cavaliers,East,19-Nov-06,F,6'8,250,22,2003,3,2006-2007,2007,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Dirk Nowitzki,Dallas Mavericks,West,19-Nov-06,PF,7'0,245,28,1998,8,2006-2007,2007,DJK Wurzburg (Germany),0.5,213,111,0
Joe Johnson,Atlanta Hawks,East,12-Nov-06,SG,6'7,240,25,2001,5,2006-2007,2007,Arkansas,0.5,201,108,0
Yao Ming,Houston Rockets,West,12-Nov-06,C,7'6,310,26,2002,4,2006-2007,2007,Shanghai Dongfang (China),0.5,229,140,0
Allen Iverson,Philadelphia Sixers,East,6-Nov-06,G,6'0,165,31,1996,10,2006-2007,2007,Georgetown,0.5,183,74,0
Carlos Boozer,Utah Jazz,West,6-Nov-06,PF,6'9,266,25,2002,4,2006-2007,2007,Duke,0.5,206,120,0
Ben Gordon,Chicago Bulls,East,16-Apr-06,SG,6'3,200,22,2004,1,2005-2006,2006,Connecticut,0.5,190,90,0
Kobe Bryant,Los Angeles Lakers,West,16-Apr-06,SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jamal Crawford,New York Knicks,East,9-Apr-06,SG,6'5,195,25,2000,5,2005-2006,2006,Michigan,0.5,196,88,0
Chris Wilcox,Seattle SuperSonics,West,9-Apr-06,FC,6'10,235,23,2002,3,2005-2006,2006,Maryland,0.5,208,106,0
LeBron James,Cleveland Cavaliers,East,2-Apr-06,F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Yao Ming,Houston Rockets,West,2-Apr-06,C,7'6,310,25,2002,3,2005-2006,2006,Shanghai Dongfang (China),0.5,229,140,0
LeBron James,Cleveland Cavaliers,East,26-Mar-06,F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Pau Gasol,Memphis Grizzlies,West,26-Mar-06,FC,7'0,250,25,2001,4,2005-2006,2006,FC Barcelona Lassa (Spain),0.5,213,113,0
LeBron James,Cleveland Cavaliers,East,19-Mar-06,F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Carmelo Anthony,Denver Nuggets,West,19-Mar-06,F,6'8,240,21,2003,2,2005-2006,2006,Syracuse,0.5,203,108,0
Paul Pierce,Boston Celtics,East,12-Mar-06,SF,6'7,235,28,1998,7,2005-2006,2006,Kansas,0.5,201,106,0
Mike Bibby,Sacramento Kings,West,12-Mar-06,G,6'2,195,27,1998,7,2005-2006,2006,Arizona,0.5,188,88,0
Allen Iverson,Philadelphia Sixers,East,5-Mar-06,G,6'0,165,30,1996,9,2005-2006,2006,Georgetown,0.5,183,74,0
Pau Gasol,Memphis Grizzlies,West,5-Mar-06,FC,7'0,250,25,2001,4,2005-2006,2006,FC Barcelona Lassa (Spain),0.5,213,113,0
Gilbert Arenas,Washington Wizards,East,27-Feb-06,G,6'3,191,24,2001,4,2005-2006,2006,Arizona,0.5,190,86,0
Yao Ming,Houston Rockets,West,27-Feb-06,C,7'6,310,25,2002,3,2005-2006,2006,Shanghai Dongfang (China),0.5,229,140,0
Gilbert Arenas,Washington Wizards,East,13-Feb-06,G,6'3,191,24,2001,4,2005-2006,2006,Arizona,0.5,190,86,0
Tony Parker,San Antonio Spurs,West,13-Feb-06,G,6'2,185,23,2001,4,2005-2006,2006,Paris Basket Racing (France),0.5,188,83,0
Chris Bosh,Toronto Raptors,East,6-Feb-06,PF,6'11,235,21,2003,2,2005-2006,2006,Georgia Tech,0.5,211,106,0
Chris Paul,New Orleans Hornets,West,6-Feb-06,PG,6'0,175,20,2005,0,2005-2006,2006,Wake Forest,0.5,183,79,0
LeBron James,Cleveland Cavaliers,East,30-Jan-06,F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Elton Brand,Los Angeles Clippers,West,30-Jan-06,PF,6'9,254,26,1999,6,2005-2006,2006,Duke,0.5,206,115,0
Richard Hamilton,Detroit Pistons,East,22-Jan-06,SG,6'7,193,28,1999,6,2005-2006,2006,Connecticut,0.5,201,87,0
Kobe Bryant,Los Angeles Lakers,West,22-Jan-06,SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Allen Iverson,Philadelphia Sixers,East,15-Jan-06,G,6'0,165,30,1996,9,2005-2006,2006,Georgetown,0.5,183,74,0
Kevin Garnett,Minnesota Timberwolves,West,15-Jan-06,PF,6'11,240,29,1995,10,2005-2006,2006,Farragut Career Academy (Illinois),0.5,211,108,0
Mike James,Toronto Raptors,East,8-Jan-06,G,6'2,188,30,1998,4,2005-2006,2006,Duquesne,0.5,188,85,0
Steve Nash,Phoenix Suns,West,8-Jan-06,G,6'3,178,32,1996,9,2005-2006,2006,Santa Clara,0.5,190,80,0
Dwyane Wade,Miami Heat,East,1-Jan-06,SG,6'4,220,24,2003,2,2005-2006,2006,Marquette,0.5,193,99,0
Shawn Marion,Phoenix Suns,West,1-Jan-06,F,6'7,228,27,1999,6,2005-2006,2006,UNLV,0.5,201,103,0
Vince Carter,New Jersey Nets,East,26-Dec-05,SF,6'6,220,29,1998,7,2005-2006,2006,North Carolina,0.5,198,99,0
Kobe Bryant,Los Angeles Lakers,West,26-Dec-05,SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Joe Johnson,Atlanta Hawks,East,19-Dec-05,SG,6'7,240,24,2001,4,2005-2006,2006,Arkansas,0.5,201,108,0
Kobe Bryant,Los Angeles Lakers,West,19-Dec-05,SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Allen Iverson,Philadelphia Sixers,East,12-Dec-05,G,6'0,165,30,1996,9,2005-2006,2006,Georgetown,0.5,183,74,0
Elton Brand,Los Angeles Clippers,West,12-Dec-05,PF,6'9,254,26,1999,6,2005-2006,2006,Duke,0.5,206,115,0
Dwyane Wade,Miami Heat,East,5-Dec-05,SG,6'4,220,24,2003,2,2005-2006,2006,Marquette,0.5,193,99,0
Baron Davis,Golden State Warriors,West,5-Dec-05,G,6'3,215,26,1999,6,2005-2006,2006,UCLA,0.5,190,97,0
Gerald Wallace,Charlotte Bobcats,East,28-Nov-05,F,6'7,220,23,2001,4,2005-2006,2006,Alabama,0.5,201,99,0
Steve Nash,Phoenix Suns,West,28-Nov-05,G,6'3,178,32,1996,9,2005-2006,2006,Santa Clara,0.5,190,80,0
LeBron James,Cleveland Cavaliers,East,21-Nov-05,F,6'8,250,21,2003,2,2005-2006,2006,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Elton Brand,Los Angeles Clippers,West,21-Nov-05,PF,6'9,254,26,1999,6,2005-2006,2006,Duke,0.5,206,115,0
Gilbert Arenas,Washington Wizards,East,14-Nov-05,G,6'3,191,24,2001,4,2005-2006,2006,Arizona,0.5,190,86,0
Marcus Camby,Denver Nuggets,West,14-Nov-05,C,6'11,240,31,1996,9,2005-2006,2006,Massachusetts,0.5,211,108,0
T.J. Ford,Milwaukee Bucks,East,7-Nov-05,PG,6'0,165,22,2003,2,2005-2006,2006,Texas,0.5,183,74,0
Kobe Bryant,Los Angeles Lakers,West,7-Nov-05,SG,6'6,212,27,1996,9,2005-2006,2006,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jason Kidd,New Jersey Nets,East,17-Apr-05,PG,6'4,210,31,1994,10,2004-2005,2005,California,0.5,193,95,0
Tracy McGrady,Houston Rockets,West,17-Apr-05,GF,6'8,210,25,1997,7,2004-2005,2005,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Vince Carter,New Jersey Nets,East,10-Apr-05,SF,6'6,220,28,1998,6,2004-2005,2005,North Carolina,0.5,198,99,0
Baron Davis,Golden State Warriors,West,10-Apr-05,G,6'3,215,25,1999,5,2004-2005,2005,UCLA,0.5,190,97,0
Reggie Miller,Indiana Pacers,East,3-Apr-05,SG,6'7,185,39,1987,17,2004-2005,2005,UCLA,0.5,201,83,0
Baron Davis,Golden State Warriors,West,3-Apr-05,G,6'3,215,25,1999,5,2004-2005,2005,UCLA,0.5,190,97,0
Allen Iverson,Philadelphia Sixers,East,27-Mar-05,G,6'0,165,29,1996,8,2004-2005,2005,Georgetown,0.5,183,74,0
Ray Allen,Seattle SuperSonics,West,27-Mar-05,SG,6'5,205,29,1996,8,2004-2005,2005,Connecticut,0.5,196,93,0
Chauncey Billups,Detroit Pistons,East,20-Mar-05,G,6'3,210,28,1997,7,2004-2005,2005,Colorado,0.5,190,95,0
Jason Richardson,Golden State Warriors,West,20-Mar-05,GF,6'6,225,24,2001,3,2004-2005,2005,Michigan State,0.5,198,102,0
Paul Pierce,Boston Celtics,East,13-Mar-05,SF,6'7,235,27,1998,6,2004-2005,2005,Kansas,0.5,201,106,0
Tracy McGrady,Houston Rockets,West,13-Mar-05,GF,6'8,210,25,1997,7,2004-2005,2005,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Allen Iverson,Philadelphia Sixers,East,6-Mar-05,G,6'0,165,29,1996,8,2004-2005,2005,Georgetown,0.5,183,74,0
Marcus Camby,Denver Nuggets,West,6-Mar-05,C,6'11,240,30,1996,8,2004-2005,2005,Massachusetts,0.5,211,108,0
Jalen Rose,Toronto Raptors,East,27-Feb-05,G,6'8,210,32,1994,10,2004-2005,2005,Michigan,0.5,203,95,0
Mike Bibby,Sacramento Kings,West,27-Feb-05,G,6'2,195,26,1998,6,2004-2005,2005,Arizona,0.5,188,88,0
Allen Iverson,Philadelphia Sixers,East,13-Feb-05,G,6'0,165,29,1996,8,2004-2005,2005,Georgetown,0.5,183,74,0
Steve Nash,Phoenix Suns,West,13-Feb-05,G,6'3,178,31,1996,8,2004-2005,2005,Santa Clara,0.5,190,80,0
Paul Pierce,Boston Celtics,East,6-Feb-05,SF,6'7,235,27,1998,6,2004-2005,2005,Kansas,0.5,201,106,0
Tracy McGrady,Houston Rockets,West,6-Feb-05,GF,6'8,210,25,1997,7,2004-2005,2005,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Vince Carter,New Jersey Nets,East,30-Jan-05,SF,6'6,220,28,1998,6,2004-2005,2005,North Carolina,0.5,198,99,0
Brad Miller,Sacramento Kings,West,30-Jan-05,C,7'0,261,28,1998,6,2004-2005,2005,Purdue,0.5,213,118,0
LeBron James,Cleveland Cavaliers,East,23-Jan-05,F,6'8,250,20,2003,1,2004-2005,2005,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Jason Terry,Dallas Mavericks,West,23-Jan-05,G,6'2,185,27,1999,5,2004-2005,2005,Arizona,0.5,188,83,0
Larry Hughes,Washington Wizards,East,16-Jan-05,G,6'5,184,26,1998,6,2004-2005,2005,Saint Louis,0.5,196,83,0
Tracy McGrady,Houston Rockets,West,16-Jan-05,GF,6'8,210,25,1997,7,2004-2005,2005,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Chris Bosh,Toronto Raptors,East,9-Jan-05,PF,6'11,235,20,2003,1,2004-2005,2005,Georgia Tech,0.5,211,106,0
Bruce Bowen,San Antonio Spurs,West,9-Jan-05,F,6'7,200,33,1993,9,2004-2005,2005,Cal State Fullerton,0.5,201,90,0
Stephon Marbury,New York Knicks,East,2-Jan-05,G,6'2,180,28,1996,8,2004-2005,2005,Georgia Tech,0.5,188,81,0
Pau Gasol,Memphis Grizzlies,West,2-Jan-05,FC,7'0,250,24,2001,3,2004-2005,2005,FC Barcelona Lassa (Spain),0.5,213,113,0
Allen Iverson,Philadelphia Sixers,East,26-Dec-04,G,6'0,165,29,1996,8,2004-2005,2005,Georgetown,0.5,183,74,0
Steve Nash,Phoenix Suns,West,26-Dec-04,G,6'3,178,31,1996,8,2004-2005,2005,Santa Clara,0.5,190,80,0
Shaquille O'Neal,Miami Heat,East,19-Dec-04,C,7'1,325,32,1992,12,2004-2005,2005,LSU,0.5,216,147,0
Shawn Marion,Phoenix Suns,West,19-Dec-04,F,6'7,228,26,1999,5,2004-2005,2005,UNLV,0.5,201,103,0
Richard Jefferson,New Jersey Nets,East,12-Dec-04,SF,6'7,233,24,2001,3,2004-2005,2005,Arizona,0.5,201,105,0
Amar'e Stoudemire,Phoenix Suns,West,12-Dec-04,FC,6'10,245,22,2002,2,2004-2005,2005,Cypress Creek High School (Florida),0.5,208,111,0
Gilbert Arenas,Washington Wizards,East,5-Dec-04,G,6'3,191,23,2001,3,2004-2005,2005,Arizona,0.5,190,86,0
Dirk Nowitzki,Dallas Mavericks,West,5-Dec-04,PF,7'0,245,26,1998,6,2004-2005,2005,DJK Wurzburg (Germany),0.5,213,111,0
LeBron James,Cleveland Cavaliers,East,28-Nov-04,F,6'8,250,20,2003,1,2004-2005,2005,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Shawn Marion,Phoenix Suns,West,28-Nov-04,F,6'7,228,26,1999,5,2004-2005,2005,UNLV,0.5,201,103,0
Grant Hill,Orlando Magic,East,21-Nov-04,SF,6'8,225,32,1994,10,2004-2005,2005,Duke,0.5,203,102,0
Amar'e Stoudemire,Phoenix Suns,West,21-Nov-04,FC,6'10,245,22,2002,2,2004-2005,2005,Cypress Creek High School (Florida),0.5,208,111,0
LeBron James,Cleveland Cavaliers,East,14-Nov-04,F,6'8,250,20,2003,1,2004-2005,2005,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Ray Allen,Seattle SuperSonics,West,14-Nov-04,SG,6'5,205,29,1996,8,2004-2005,2005,Connecticut,0.5,196,93,0
Dwyane Wade,Miami Heat,East,7-Nov-04,SG,6'4,220,23,2003,1,2004-2005,2005,Marquette,0.5,193,99,0
Kevin Garnett,Minnesota Timberwolves,West,7-Nov-04,PF,6'11,240,28,1995,9,2004-2005,2005,Farragut Career Academy (Illinois),0.5,211,108,0
Jamaal Magloire,New Orleans Hornets,East,12-Apr-04,C,6'11,259,25,2000,3,2003-2004,2004,Kentucky,0.5,211,117,0
Carmelo Anthony,Denver Nuggets,West,12-Apr-04,F,6'8,240,19,2003,0,2003-2004,2004,Syracuse,0.5,203,108,0
Richard Jefferson,New Jersey Nets,East,5-Apr-04,SF,6'7,233,23,2001,2,2003-2004,2004,Arizona,0.5,201,105,0
Dirk Nowitzki,Dallas Mavericks,West,5-Apr-04,PF,7'0,245,25,1998,5,2003-2004,2004,DJK Wurzburg (Germany),0.5,213,111,0
Metta World Peace,Indiana Pacers,East,29-Mar-04,SF,6'7,260,24,1999,4,2003-2004,2004,St. John's,0.5,201,118,0
Kobe Bryant,Los Angeles Lakers,West,29-Mar-04,SG,6'6,212,25,1996,7,2003-2004,2004,Lower Merion High School (Pennsylvania),0.5,198,96,0
Vince Carter,Toronto Raptors,East,21-Mar-04,SF,6'6,220,27,1998,5,2003-2004,2004,North Carolina,0.5,198,99,0
Shaquille O'Neal,Los Angeles Lakers,West,21-Mar-04,C,7'1,325,31,1992,11,2003-2004,2004,LSU,0.5,216,147,0
Zydrunas Ilgauskas,Cleveland Cavaliers,East,14-Mar-04,C,7'3,260,28,1996,7,2003-2004,2004,BC Aisciai-Atletas (Lithuania),0.5,221,118,0
Carmelo Anthony,Denver Nuggets,West,14-Mar-04,F,6'8,240,19,2003,0,2003-2004,2004,Syracuse,0.5,203,108,0
Lamar Odom,Miami Heat,East,7-Mar-04,PF,6'10,230,24,1999,4,2003-2004,2004,Rhode Island,0.5,208,104,0
Yao Ming,Houston Rockets,West,7-Mar-04,C,7'6,310,23,2002,1,2003-2004,2004,Shanghai Dongfang (China),0.5,229,140,0
Ben Wallace,Detroit Pistons,East,29-Feb-04,FC,6'9,240,29,1996,7,2003-2004,2004,Virginia Union,0.5,206,108,0
Andrei Kirilenko,Utah Jazz,West,29-Feb-04,PF,6'9,235,23,1999,2,2003-2004,2004,CSKA Moscow (Russia),0.5,206,106,0
Dwyane Wade,Miami Heat,East,22-Feb-04,SG,6'4,220,22,2003,0,2003-2004,2004,Marquette,0.5,193,99,0
Kobe Bryant,Los Angeles Lakers,West,22-Feb-04,SG,6'6,212,25,1996,7,2003-2004,2004,Lower Merion High School (Pennsylvania),0.5,198,96,0
Kenyon Martin,New Jersey Nets,East,8-Feb-04,F,6'9,240,26,2000,3,2003-2004,2004,Cincinnati,0.5,206,108,0
Tim Duncan,San Antonio Spurs,West,8-Feb-04,FC,6'11,250,27,1997,6,2003-2004,2004,Wake Forest,0.5,211,113,0
Jason Kidd,New Jersey Nets,East,1-Feb-04,PG,6'4,210,30,1994,9,2003-2004,2004,California,0.5,193,95,0
Kevin Garnett,Minnesota Timberwolves,West,1-Feb-04,PF,6'11,240,27,1995,8,2003-2004,2004,Farragut Career Academy (Illinois),0.5,211,108,0
Carlos Boozer,Cleveland Cavaliers,East,25-Jan-04,PF,6'9,266,22,2002,1,2003-2004,2004,Duke,0.5,206,120,0
Kevin Garnett,Minnesota Timberwolves,West,25-Jan-04,PF,6'11,240,27,1995,8,2003-2004,2004,Farragut Career Academy (Illinois),0.5,211,108,0
Stephon Marbury,New York Knicks,East,18-Jan-04,G,6'2,180,27,1996,7,2003-2004,2004,Georgia Tech,0.5,188,81,0
Michael Finley,Dallas Mavericks,West,18-Jan-04,G-F,6'7,225,30,1995,8,2003-2004,2004,Wisconsin,0.5,201,102,0
Paul Pierce,Boston Celtics,East,11-Jan-04,SF,6'7,235,26,1998,5,2003-2004,2004,Kansas,0.5,201,106,0
Ray Allen,Seattle SuperSonics,West,11-Jan-04,SG,6'5,205,28,1996,7,2003-2004,2004,Connecticut,0.5,196,93,0
Ben Wallace,Detroit Pistons,East,4-Jan-04,FC,6'9,240,29,1996,7,2003-2004,2004,Virginia Union,0.5,206,108,0
Elton Brand,Los Angeles Clippers,West,4-Jan-04,PF,6'9,254,24,1999,4,2003-2004,2004,Duke,0.5,206,115,0
Jason Kidd,New Jersey Nets,East,28-Dec-03,PG,6'4,210,30,1994,9,2003-2004,2004,California,0.5,193,95,0
Sam Cassell,Minnesota Timberwolves,West,28-Dec-03,G,6'3,185,34,1993,10,2003-2004,2004,Florida State,0.5,190,83,0
Tracy McGrady,Orlando Magic,East,21-Dec-03,GF,6'8,210,24,1997,6,2003-2004,2004,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Kevin Garnett,Minnesota Timberwolves,West,21-Dec-03,PF,6'11,240,27,1995,8,2003-2004,2004,Farragut Career Academy (Illinois),0.5,211,108,0
Paul Pierce,Boston Celtics,East,14-Dec-03,SF,6'7,235,26,1998,5,2003-2004,2004,Kansas,0.5,201,106,0
Peja Stojakovic,Sacramento Kings,West,14-Dec-03,F,6'10,229,26,1996,5,2003-2004,2004,PAOK BC (Greece),0.5,208,103,0
Vince Carter,Toronto Raptors,East,7-Dec-03,SF,6'6,220,27,1998,5,2003-2004,2004,North Carolina,0.5,198,99,0
Shaquille O'Neal,Los Angeles Lakers,West,7-Dec-03,C,7'1,325,31,1992,11,2003-2004,2004,LSU,0.5,216,147,0
Dikembe Mutombo,New York Knicks,East,30-Nov-03,C,7'2,260,37,1991,12,2003-2004,2004,Georgetown,0.5,218,118,0
Voshon Lenard,Denver Nuggets,West,30-Nov-03,SG,6'4,205,30,1994,8,2003-2004,2004,Minnesota,0.5,193,93,0
Chauncey Billups,Detroit Pistons,East,23-Nov-03,G,6'3,210,27,1997,6,2003-2004,2004,Colorado,0.5,190,95,0
Kevin Garnett,Minnesota Timberwolves,West,23-Nov-03,PF,6'11,240,27,1995,8,2003-2004,2004,Farragut Career Academy (Illinois),0.5,211,108,0
Allen Iverson,Philadelphia Sixers,East,16-Nov-03,G,6'0,165,28,1996,7,2003-2004,2004,Georgetown,0.5,183,74,0
Quentin Richardson,Los Angeles Clippers,West,16-Nov-03,GF,6'6,223,23,2000,3,2003-2004,2004,DePaul,0.5,198,101,0
Metta World Peace,Indiana Pacers,East,9-Nov-03,SF,6'7,260,24,1999,4,2003-2004,2004,St. John's,0.5,201,118,0
Andrei Kirilenko,Utah Jazz,West,9-Nov-03,PF,6'9,235,23,1999,2,2003-2004,2004,CSKA Moscow (Russia),0.5,206,106,0
Baron Davis,New Orleans Hornets,East,2-Nov-03,G,6'3,215,24,1999,4,2003-2004,2004,UCLA,0.5,190,97,0
Rashard Lewis,Seattle SuperSonics,West,2-Nov-03,F,6'10,235,24,1998,5,2003-2004,2004,Alief Elsik High School (Texas),0.5,208,106,0
Tracy McGrady,Orlando Magic,East,13-Apr-03,GF,6'8,210,23,1997,5,2002-2003,2003,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Shawn Marion,Phoenix Suns,West,13-Apr-03,F,6'7,228,24,1999,3,2002-2003,2003,UNLV,0.5,201,103,0
Jason Kidd,New Jersey Nets,East,6-Apr-03,PG,6'4,210,29,1994,8,2002-2003,2003,California,0.5,193,95,0
Shaquille O'Neal,Los Angeles Lakers,West,6-Apr-03,C,7'1,325,30,1992,10,2002-2003,2003,LSU,0.5,216,147,0
Richard Jefferson,New Jersey Nets,East,30-Mar-03,SF,6'7,233,22,2001,1,2002-2003,2003,Arizona,0.5,201,105,0
Tim Duncan,San Antonio Spurs,West,30-Mar-03,FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Ben Wallace,Detroit Pistons,East,23-Mar-03,FC,6'9,240,28,1996,6,2002-2003,2003,Virginia Union,0.5,206,108,0
Peja Stojakovic,Sacramento Kings,West,23-Mar-03,F,6'10,229,25,1996,4,2002-2003,2003,PAOK BC (Greece),0.5,208,103,0
Allen Iverson,Philadelphia Sixers,East,16-Mar-03,G,6'0,165,27,1996,6,2002-2003,2003,Georgetown,0.5,183,74,0
Steve Francis,Houston Rockets,West,16-Mar-03,G,6'3,195,26,1999,3,2002-2003,2003,Maryland,0.5,190,88,0
Tracy McGrady,Orlando Magic,East,9-Mar-03,GF,6'8,210,23,1997,5,2002-2003,2003,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Shaquille O'Neal,Los Angeles Lakers,West,9-Mar-03,C,7'1,325,30,1992,10,2002-2003,2003,LSU,0.5,216,147,0
Michael Jordan,Washington Wizards,East,2-Mar-03,SG,6'6,215,40,1984,14,2002-2003,2003,North Carolina,0.5,198,97,0
Ray Allen,Seattle SuperSonics,West,2-Mar-03,SG,6'5,205,27,1996,6,2002-2003,2003,Connecticut,0.5,196,93,0
Tracy McGrady,Orlando Magic,East,23-Feb-03,GF,6'8,210,23,1997,5,2002-2003,2003,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Kobe Bryant,Los Angeles Lakers,West,23-Feb-03,SG,6'6,212,24,1996,6,2002-2003,2003,Lower Merion High School (Pennsylvania),0.5,198,96,0
Allan Houston,New York Knicks,East,16-Feb-03,G,6'6,205,31,1993,9,2002-2003,2003,Tennessee,0.5,198,93,0
Tim Duncan,San Antonio Spurs,West,16-Feb-03,FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Chauncey Billups,Detroit Pistons,East,2-Feb-03,G,6'3,210,26,1997,5,2002-2003,2003,Colorado,0.5,190,95,0
Kobe Bryant,Los Angeles Lakers,West,2-Feb-03,SG,6'6,212,24,1996,6,2002-2003,2003,Lower Merion High School (Pennsylvania),0.5,198,96,0
Paul Pierce,Boston Celtics,East,26-Jan-03,SF,6'7,235,25,1998,4,2002-2003,2003,Kansas,0.5,201,106,0
Tim Duncan,San Antonio Spurs,West,26-Jan-03,FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Antoine Walker,Boston Celtics,East,19-Jan-03,F,6'9,265,26,1996,6,2002-2003,2003,Kentucky,0.5,206,120,0
Steve Francis,Houston Rockets,West,19-Jan-03,G,6'3,195,26,1999,3,2002-2003,2003,Maryland,0.5,190,88,0
Jermaine O'Neal,Indiana Pacers,East,12-Jan-03,FC,6'11,235,24,1996,6,2002-2003,2003,Eau Claire High School (South Carolina),0.5,211,106,0
Kobe Bryant,Los Angeles Lakers,West,12-Jan-03,SG,6'6,212,24,1996,6,2002-2003,2003,Lower Merion High School (Pennsylvania),0.5,198,96,0
Stephon Marbury,Phoenix Suns,West,12-Jan-03,G,6'2,180,26,1996,6,2002-2003,2003,Georgia Tech,0.5,188,81,0
Michael Jordan,Washington Wizards,East,5-Jan-03,SG,6'6,215,40,1984,14,2002-2003,2003,North Carolina,0.5,198,97,0
Dirk Nowitzki,Dallas Mavericks,West,5-Jan-03,PF,7'0,245,24,1998,4,2002-2003,2003,DJK Wurzburg (Germany),0.5,213,111,0
Lucious Harris,New Jersey Nets,East,29-Dec-02,SG,6'5,190,32,1993,9,2002-2003,2003,Long Beach State,0.5,196,86,0
Tim Duncan,San Antonio Spurs,West,29-Dec-02,FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Jason Kidd,New Jersey Nets,East,22-Dec-02,PG,6'4,210,29,1994,8,2002-2003,2003,California,0.5,193,95,0
Tim Duncan,San Antonio Spurs,West,22-Dec-02,FC,6'11,250,26,1997,5,2002-2003,2003,Wake Forest,0.5,211,113,0
Antoine Walker,Boston Celtics,East,15-Dec-02,F,6'9,265,26,1996,6,2002-2003,2003,Kentucky,0.5,206,120,0
Chris Webber,Sacramento Kings,West,15-Dec-02,F-C,6'9,245,29,1993,9,2002-2003,2003,Michigan,0.5,206,111,0
Paul Pierce,Boston Celtics,East,8-Dec-02,SF,6'7,235,25,1998,4,2002-2003,2003,Kansas,0.5,201,106,0
